rrp,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
26.6,237,0.01,213,24,89.87,10.13
26.62,124,0.0,97,27,78.23,21.77
26.64,170,0.01,157,13,92.35,7.65
26.65,20,0.0,20,0,100.0,0.0
26.68,14150,0.51,9060,5090,64.03,35.97
26.69,19,0.0,14,5,73.68,26.32
26.72,64,0.0,55,9,85.94,14.06
26.73,1174,0.04,862,312,73.42,26.58
26.74,24,0.0,22,2,91.67,8.33
26.79,285,0.01,241,44,84.56,15.44
26.81,15,0.0,13,2,86.67,13.33
26.82,10,0.0,9,1,90.0,10.0
26.83,153,0.01,115,38,75.16,24.84
26.84,102,0.0,93,9,91.18,8.82
26.85,45,0.0,42,3,93.33,6.67
26.86,59,0.0,46,13,77.97,22.03
26.87,23,0.0,22,1,95.65,4.35
26.9,384,0.01,359,25,93.49,6.51
26.92,589,0.02,474,115,80.48,19.52
26.94,874,0.03,661,213,75.63,24.37
26.95,1728,0.06,1375,353,79.57,20.43
26.99,33,0.0,19,14,57.58,42.42
27.01,159,0.01,140,19,88.05,11.95
27.05,1017,0.04,703,314,69.12,30.88
27.06,347,0.01,274,73,78.96,21.04
27.07,121,0.0,112,9,92.56,7.44
27.13,33,0.0,28,5,84.85,15.15
27.15,1718,0.06,879,839,51.16,48.84
27.17,1069,0.04,883,186,82.6,17.4
27.19,3,0.0,3,0,100.0,0.0
27.21,5,0.0,5,0,100.0,0.0
27.23,35,0.0,30,5,85.71,14.29
27.24,16,0.0,15,1,93.75,6.25
27.26,18,0.0,14,4,77.78,22.22
27.27,982,0.04,785,197,79.94,20.06
27.28,3145,0.11,2592,553,82.42,17.58
27.32,25,0.0,24,1,96.0,4.0
27.34,67,0.0,45,22,67.16,32.84
27.35,15,0.0,12,3,80.0,20.0
27.36,172,0.01,166,6,96.51,3.49
27.38,528,0.02,470,58,89.02,10.98
27.39,1889,0.07,1617,272,85.6,14.4
27.41,44,0.0,40,4,90.91,9.09
27.43,1433,0.05,987,446,68.88,31.12
27.45,7621,0.28,6463,1158,84.81,15.19
27.46,25,0.0,24,1,96.0,4.0
27.47,3915,0.14,3100,815,79.18,20.82
27.48,33,0.0,28,5,84.85,15.15
27.49,4644,0.17,3802,842,81.87,18.13
27.5,2575,0.09,1874,701,72.78,27.22
27.53,64,0.0,56,8,87.5,12.5
27.54,61,0.0,48,13,78.69,21.31
27.56,58,0.0,52,6,89.66,10.34
27.6,1779,0.06,1582,197,88.93,11.07
27.61,131,0.0,109,22,83.21,16.79
27.63,35,0.0,34,1,97.14,2.86
27.69,33,0.0,31,2,93.94,6.06
27.7,141,0.01,121,20,85.82,14.18
27.72,688,0.02,605,83,87.94,12.06
27.74,31,0.0,18,13,58.06,41.94
27.75,762,0.03,552,210,72.44,27.56
27.81,13,0.0,10,3,76.92,23.08
27.83,30,0.0,27,3,90.0,10.0
27.85,24,0.0,18,6,75.0,25.0
27.87,391,0.01,368,23,94.12,5.88
27.93,9,0.0,8,1,88.89,11.11
27.94,236,0.01,221,15,93.64,6.36
27.98,34,0.0,30,4,88.24,11.76
28.0,713,0.03,520,193,72.93,27.07
28.01,4,0.0,4,0,100.0,0.0
28.03,53,0.0,40,13,75.47,24.53
28.04,947,0.03,624,323,65.89,34.11
28.05,1161,0.04,932,229,80.28,19.72
28.08,91,0.0,77,14,84.62,15.38
28.12,51,0.0,43,8,84.31,15.69
28.16,1501,0.05,1238,263,82.48,17.52
28.2,34,0.0,32,2,94.12,5.88
28.21,169,0.01,133,36,78.7,21.3
28.24,42,0.0,38,4,90.48,9.52
28.25,74,0.0,65,9,87.84,12.16
28.27,7,0.0,6,1,85.71,14.29
28.29,24,0.0,21,3,87.5,12.5
28.3,33,0.0,30,3,90.91,9.09
28.31,6,0.0,5,1,83.33,16.67
28.33,125,0.0,98,27,78.4,21.6
28.36,13,0.0,12,1,92.31,7.69
28.37,44,0.0,24,20,54.55,45.45
28.38,13,0.0,8,5,61.54,38.46
28.4,108,0.0,95,13,87.96,12.04
28.44,438,0.02,367,71,83.79,16.21
28.46,24,0.0,22,2,91.67,8.33
28.47,68,0.0,66,2,97.06,2.94
28.48,109,0.0,89,20,81.65,18.35
28.49,1138,0.04,904,234,79.44,20.56
28.51,26,0.0,23,3,88.46,11.54
28.53,19,0.0,18,1,94.74,5.26
28.55,4710,0.17,2986,1724,63.4,36.6
28.57,72,0.0,56,16,77.78,22.22
28.58,17,0.0,15,2,88.24,11.76
28.59,972,0.04,772,200,79.42,20.58
28.6,1078,0.04,774,304,71.8,28.2
28.64,915,0.03,602,313,65.79,34.21
28.66,28,0.0,22,6,78.57,21.43
28.67,10,0.0,6,4,60.0,40.0
28.71,23,0.0,12,11,52.17,47.83
28.73,21,0.0,15,6,71.43,28.57
28.74,188,0.01,147,41,78.19,21.81
28.75,28,0.0,26,2,92.86,7.14
28.8,258,0.01,225,33,87.21,12.79
28.81,392,0.01,307,85,78.32,21.68
28.82,392,0.01,341,51,86.99,13.01
28.85,194,0.01,157,37,80.93,19.07
28.86,49,0.0,47,2,95.92,4.08
28.91,368,0.01,321,47,87.23,12.77
28.93,245,0.01,191,54,77.96,22.04
28.95,1063,0.04,780,283,73.38,26.62
28.96,37,0.0,37,0,100.0,0.0
28.99,636,0.02,552,84,86.79,13.21
29.02,47,0.0,41,6,87.23,12.77
29.04,45,0.0,32,13,71.11,28.89
29.06,41,0.0,30,11,73.17,26.83
29.1,766,0.03,583,183,76.11,23.89
29.12,8,0.0,8,0,100.0,0.0
29.13,9,0.0,8,1,88.89,11.11
29.14,15,0.0,9,6,60.0,40.0
29.15,801,0.03,615,186,76.78,23.22
29.16,72,0.0,61,11,84.72,15.28
29.24,11,0.0,9,2,81.82,18.18
29.26,191,0.01,177,14,92.67,7.33
29.28,9,0.0,5,4,55.56,44.44
29.29,23,0.0,21,2,91.3,8.7
29.32,21,0.0,17,4,80.95,19.05
29.33,30,0.0,22,8,73.33,26.67
29.34,89,0.0,83,6,93.26,6.74
29.37,458,0.02,360,98,78.6,21.4
29.39,148,0.01,117,31,79.05,20.95
29.41,10,0.0,8,2,80.0,20.0
29.43,683,0.02,496,187,72.62,27.38
29.44,645,0.02,453,192,70.23,29.77
29.48,122,0.0,95,27,77.87,22.13
29.56,1,0.0,1,0,100.0,0.0
29.57,866,0.03,672,194,77.6,22.4
29.58,299,0.01,263,36,87.96,12.04
29.59,800,0.03,639,161,79.88,20.12
29.62,511,0.02,376,135,73.58,26.42
29.65,3781,0.14,2565,1216,67.84,32.16
29.68,207,0.01,178,29,85.99,14.01
29.69,2662,0.1,1852,810,69.57,30.43
29.7,116,0.0,90,26,77.59,22.41
29.77,1,0.0,1,0,100.0,0.0
29.78,9,0.0,7,2,77.78,22.22
29.8,162,0.01,134,28,82.72,17.28
29.81,370,0.01,304,66,82.16,17.84
29.82,132,0.0,119,13,90.15,9.85
29.83,227,0.01,217,10,95.59,4.41
29.85,81,0.0,69,12,85.19,14.81
29.88,3,0.0,2,1,66.67,33.33
29.9,11,0.0,10,1,90.91,9.09
29.91,205,0.01,139,66,67.8,32.2
29.96,40,0.0,31,9,77.5,22.5
30.03,381,0.01,338,43,88.71,11.29
30.04,256,0.01,128,128,50.0,50.0
30.09,1,0.0,0,1,0.0,100.0
30.1,148,0.01,112,36,75.68,24.32
30.11,12,0.0,12,0,100.0,0.0
30.12,60,0.0,52,8,86.67,13.33
30.16,49,0.0,42,7,85.71,14.29
30.2,237,0.01,190,47,80.17,19.83
30.23,13,0.0,10,3,76.92,23.08
30.24,1137,0.04,820,317,72.12,27.88
30.25,859,0.03,708,151,82.42,17.58
30.26,46,0.0,41,5,89.13,10.87
30.29,18,0.0,13,5,72.22,27.78
30.35,73,0.0,68,5,93.15,6.85
30.36,269,0.01,218,51,81.04,18.96
30.38,88,0.0,81,7,92.05,7.95
30.39,26,0.0,25,1,96.15,3.85
30.41,259,0.01,196,63,75.68,24.32
30.46,137,0.0,73,64,53.28,46.72
30.47,460,0.02,416,44,90.43,9.57
30.5,157,0.01,143,14,91.08,8.92
30.51,15,0.0,14,1,93.33,6.67
30.53,217,0.01,194,23,89.4,10.6
30.57,64,0.0,64,0,100.0,0.0
30.58,975,0.04,889,86,91.18,8.82
30.59,1333,0.05,971,362,72.84,27.16
30.64,21,0.0,20,1,95.24,4.76
30.65,23,0.0,20,3,86.96,13.04
30.66,36,0.0,31,5,86.11,13.89
30.68,29,0.0,20,9,68.97,31.03
30.69,994,0.04,743,251,74.75,25.25
30.73,35,0.0,34,1,97.14,2.86
30.75,1819,0.07,1461,358,80.32,19.68
30.78,318,0.01,304,14,95.6,4.4
30.79,6011,0.22,3806,2205,63.32,36.68
30.8,173,0.01,123,50,71.1,28.9
30.81,122,0.0,95,27,77.87,22.13
30.84,352,0.01,251,101,71.31,28.69
30.86,130,0.0,110,20,84.62,15.38
30.87,192,0.01,174,18,90.62,9.38
30.89,9,0.0,8,1,88.89,11.11
30.9,49,0.0,49,0,100.0,0.0
30.91,642,0.02,476,166,74.14,25.86
30.93,100,0.0,86,14,86.0,14.0
30.95,22,0.0,17,5,77.27,22.73
31.02,495,0.02,334,161,67.47,32.53
31.05,175,0.01,142,33,81.14,18.86
31.08,8,0.0,5,3,62.5,37.5
31.12,16,0.0,15,1,93.75,6.25
31.14,9,0.0,9,0,100.0,0.0
31.17,21,0.0,20,1,95.24,4.76
31.19,192,0.01,155,37,80.73,19.27
31.22,9,0.0,6,3,66.67,33.33
31.24,276,0.01,227,49,82.25,17.75
31.25,24,0.0,19,5,79.17,20.83
31.26,8,0.0,8,0,100.0,0.0
31.3,289,0.01,186,103,64.36,35.64
31.34,10,0.0,6,4,60.0,40.0
31.35,3007,0.11,2166,841,72.03,27.97
31.37,68,0.0,47,21,69.12,30.88
31.42,33,0.0,20,13,60.61,39.39
31.43,51,0.0,41,10,80.39,19.61
31.44,63,0.0,40,23,63.49,36.51
31.46,231,0.01,198,33,85.71,14.29
31.47,40,0.0,39,1,97.5,2.5
31.48,11,0.0,10,1,90.91,9.09
31.53,70,0.0,58,12,82.86,17.14
31.57,4537,0.16,3566,971,78.6,21.4
31.61,27,0.0,26,1,96.3,3.7
31.63,149,0.01,144,5,96.64,3.36
31.64,37,0.0,35,2,94.59,5.41
31.68,549,0.02,483,66,87.98,12.02
31.74,272,0.01,252,20,92.65,7.35
31.75,10,0.0,10,0,100.0,0.0
31.77,2,0.0,2,0,100.0,0.0
31.78,17,0.0,15,2,88.24,11.76
31.79,1299,0.05,1113,186,85.68,14.32
31.81,343,0.01,300,43,87.46,12.54
31.85,1213,0.04,1008,205,83.1,16.9
31.86,1206,0.04,939,267,77.86,22.14
31.88,469,0.02,412,57,87.85,12.15
31.89,267,0.01,254,13,95.13,4.87
31.9,585,0.02,530,55,90.6,9.4
31.97,117,0.0,96,21,82.05,17.95
31.99,86,0.0,73,13,84.88,15.12
32.01,198,0.01,190,8,95.96,4.04
32.03,10,0.0,8,2,80.0,20.0
32.1,9,0.0,9,0,100.0,0.0
32.11,301,0.01,195,106,64.78,35.22
32.12,462,0.02,415,47,89.83,10.17
32.16,16,0.0,14,2,87.5,12.5
32.18,155,0.01,119,36,76.77,23.23
32.22,585,0.02,518,67,88.55,11.45
32.23,24,0.0,24,0,100.0,0.0
32.29,11,0.0,10,1,90.91,9.09
32.33,1630,0.06,1311,319,80.43,19.57
32.34,414,0.02,384,30,92.75,7.25
32.35,70,0.0,70,0,100.0,0.0
32.42,34,0.0,30,4,88.24,11.76
32.44,221,0.01,211,10,95.48,4.52
32.45,1044,0.04,822,222,78.74,21.26
32.52,163,0.01,144,19,88.34,11.66
32.56,87,0.0,69,18,79.31,20.69
32.59,48,0.0,48,0,100.0,0.0
32.6,1424,0.05,977,447,68.61,31.39
32.62,213,0.01,163,50,76.53,23.47
32.64,47,0.0,42,5,89.36,10.64
32.67,133,0.0,113,20,84.96,15.04
32.73,126,0.0,85,41,67.46,32.54
32.77,35,0.0,27,8,77.14,22.86
32.78,3319,0.12,3007,312,90.6,9.4
32.84,134,0.0,118,16,88.06,11.94
32.87,29,0.0,27,2,93.1,6.9
32.88,1,0.0,0,1,0.0,100.0
32.89,8422,0.31,6910,1512,82.05,17.95
32.9,9,0.0,9,0,100.0,0.0
32.91,18,0.0,11,7,61.11,38.89
32.93,3,0.0,2,1,66.67,33.33
32.95,14930,0.54,12247,2683,82.03,17.97
32.96,182,0.01,157,25,86.26,13.74
32.98,60,0.0,51,9,85.0,15.0
32.99,13061,0.47,9550,3511,73.12,26.88
33.0,382,0.01,213,169,55.76,44.24
33.09,35,0.0,33,2,94.29,5.71
33.15,55,0.0,54,1,98.18,1.82
33.16,426,0.02,314,112,73.71,26.29
33.19,53,0.0,49,4,92.45,7.55
33.29,19,0.0,18,1,94.74,5.26
33.32,8,0.0,6,2,75.0,25.0
33.35,132,0.0,91,41,68.94,31.06
33.39,36,0.0,35,1,97.22,2.78
33.42,222,0.01,136,86,61.26,38.74
33.44,11,0.0,10,1,90.91,9.09
33.47,282,0.01,260,22,92.2,7.8
33.5,116,0.0,72,44,62.07,37.93
33.51,23,0.0,23,0,100.0,0.0
33.53,16,0.0,13,3,81.25,18.75
33.55,37,0.0,34,3,91.89,8.11
33.57,14,0.0,10,4,71.43,28.57
33.59,618,0.02,570,48,92.23,7.77
33.61,916,0.03,879,37,95.96,4.04
33.62,178,0.01,148,30,83.15,16.85
33.64,945,0.03,831,114,87.94,12.06
33.66,84,0.0,78,6,92.86,7.14
33.68,3,0.0,2,1,66.67,33.33
33.69,52,0.0,49,3,94.23,5.77
33.74,725,0.03,443,282,61.1,38.9
33.75,74,0.0,67,7,90.54,9.46
33.76,324,0.01,207,117,63.89,36.11
33.77,110,0.0,83,27,75.45,24.55
33.78,23,0.0,23,0,100.0,0.0
33.81,780,0.03,664,116,85.13,14.87
33.83,92,0.0,78,14,84.78,15.22
33.85,365,0.01,351,14,96.16,3.84
33.86,117,0.0,83,34,70.94,29.06
33.87,131,0.0,98,33,74.81,25.19
33.88,1790,0.06,1524,266,85.14,14.86
33.9,1130,0.04,1098,32,97.17,2.83
33.91,160,0.01,145,15,90.62,9.38
33.92,129,0.0,86,43,66.67,33.33
33.99,737,0.03,563,174,76.39,23.61
34.02,8,0.0,8,0,100.0,0.0
34.03,480,0.02,452,28,94.17,5.83
34.05,2448,0.09,1760,688,71.9,28.1
34.08,77,0.0,55,22,71.43,28.57
34.09,1453,0.05,1016,437,69.92,30.08
34.1,78,0.0,62,16,79.49,20.51
34.16,145,0.01,127,18,87.59,12.41
34.19,59,0.0,48,11,81.36,18.64
34.2,15,0.0,14,1,93.33,6.67
34.21,68,0.0,54,14,79.41,20.59
34.27,611,0.02,504,107,82.49,17.51
34.33,339,0.01,266,73,78.47,21.53
34.38,163,0.01,127,36,77.91,22.09
34.4,3,0.0,3,0,100.0,0.0
34.42,40,0.0,29,11,72.5,27.5
34.43,39,0.0,26,13,66.67,33.33
34.44,2031,0.07,1402,629,69.03,30.97
34.51,6,0.0,5,1,83.33,16.67
34.53,1091,0.04,782,309,71.68,28.32
34.54,252,0.01,227,25,90.08,9.92
34.59,112,0.0,68,44,60.71,39.29
34.61,3,0.0,2,1,66.67,33.33
34.64,1223,0.04,838,385,68.52,31.48
34.65,702,0.03,502,200,71.51,28.49
34.71,58,0.0,40,18,68.97,31.03
34.72,12,0.0,11,1,91.67,8.33
34.74,2,0.0,1,1,50.0,50.0
34.8,9,0.0,8,1,88.89,11.11
34.85,35,0.0,35,0,100.0,0.0
34.86,107,0.0,65,42,60.75,39.25
34.87,875,0.03,510,365,58.29,41.71
34.9,94,0.0,69,25,73.4,26.6
34.91,97,0.0,90,7,92.78,7.22
34.93,34,0.0,32,2,94.12,5.88
34.96,75,0.0,66,9,88.0,12.0
34.98,17,0.0,17,0,100.0,0.0
35.0,25,0.0,21,4,84.0,16.0
35.02,66,0.0,65,1,98.48,1.52
35.09,920,0.03,796,124,86.52,13.48
35.11,36,0.0,29,7,80.56,19.44
35.12,6,0.0,5,1,83.33,16.67
35.15,1510,0.05,1225,285,81.13,18.87
35.16,85,0.0,78,7,91.76,8.24
35.18,51,0.0,49,2,96.08,3.92
35.19,901,0.03,624,277,69.26,30.74
35.2,741,0.03,613,128,82.73,17.27
35.22,14,0.0,11,3,78.57,21.43
35.27,8,0.0,6,2,75.0,25.0
35.3,4,0.0,3,1,75.0,25.0
35.38,301,0.01,186,115,61.79,38.21
35.39,10,0.0,7,3,70.0,30.0
35.4,37,0.0,31,6,83.78,16.22
35.42,158,0.01,127,31,80.38,19.62
35.43,27,0.0,26,1,96.3,3.7
35.46,270,0.01,224,46,82.96,17.04
35.48,14,0.0,12,2,85.71,14.29
35.49,45,0.0,33,12,73.33,26.67
35.53,27,0.0,27,0,100.0,0.0
35.56,7,0.0,7,0,100.0,0.0
35.61,30,0.0,27,3,90.0,10.0
35.64,17,0.0,11,6,64.71,35.29
35.66,41,0.0,38,3,92.68,7.32
35.68,85,0.0,57,28,67.06,32.94
35.7,313,0.01,261,52,83.39,16.61
35.74,58,0.0,37,21,63.79,36.21
35.75,3191,0.12,2254,937,70.64,29.36
35.77,7,0.0,6,1,85.71,14.29
35.8,65,0.0,35,30,53.85,46.15
35.83,5,0.0,5,0,100.0,0.0
35.86,926,0.03,694,232,74.95,25.05
35.87,15,0.0,10,5,66.67,33.33
35.91,54,0.0,45,9,83.33,16.67
35.97,13,0.0,11,2,84.62,15.38
36.0,7,0.0,6,1,85.71,14.29
36.08,481,0.02,346,135,71.93,28.07
36.12,26,0.0,22,4,84.62,15.38
36.19,396,0.01,353,43,89.14,10.86
36.25,3043,0.11,2457,586,80.74,19.26
36.26,140,0.01,95,45,67.86,32.14
36.27,41,0.0,28,13,68.29,31.71
36.29,438,0.02,368,70,84.02,15.98
36.3,2412,0.09,2026,386,84.0,16.0
36.31,1,0.0,1,0,100.0,0.0
36.33,72,0.0,66,6,91.67,8.33
36.35,65,0.0,55,10,84.62,15.38
36.41,1,0.0,1,0,100.0,0.0
36.44,196,0.01,161,35,82.14,17.86
36.45,119,0.0,81,38,68.07,31.93
36.52,195,0.01,172,23,88.21,11.79
36.58,100,0.0,80,20,80.0,20.0
36.59,1,0.0,1,0,100.0,0.0
36.61,4,0.0,4,0,100.0,0.0
36.63,404,0.01,294,110,72.77,27.23
36.64,56,0.0,54,2,96.43,3.57
36.67,244,0.01,142,102,58.2,41.8
36.71,244,0.01,200,44,81.97,18.03
36.74,86,0.0,78,8,90.7,9.3
36.78,8,0.0,6,2,75.0,25.0
36.8,133,0.0,97,36,72.93,27.07
36.81,241,0.01,224,17,92.95,7.05
36.85,38,0.0,34,4,89.47,10.53
36.88,2,0.0,2,0,100.0,0.0
36.91,19,0.0,16,3,84.21,15.79
36.93,10,0.0,9,1,90.0,10.0
36.96,66,0.0,55,11,83.33,16.67
36.98,32,0.0,23,9,71.88,28.12
37.02,198,0.01,104,94,52.53,47.47
37.04,98,0.0,72,26,73.47,26.53
37.05,457,0.02,327,130,71.55,28.45
37.09,29,0.0,27,2,93.1,6.9
37.1,421,0.02,338,83,80.29,19.71
37.11,2502,0.09,1604,898,64.11,35.89
37.12,2582,0.09,1734,848,67.16,32.84
37.18,117,0.0,107,10,91.45,8.55
37.22,603,0.02,331,272,54.89,45.11
37.27,53,0.0,51,2,96.23,3.77
37.29,753,0.03,567,186,75.3,24.7
37.35,982,0.04,774,208,78.82,21.18
37.36,339,0.01,262,77,77.29,22.71
37.39,35,0.0,32,3,91.43,8.57
37.4,286,0.01,272,14,95.1,4.9
37.42,47,0.0,39,8,82.98,17.02
37.43,1435,0.05,1295,140,90.24,9.76
37.45,11,0.0,11,0,100.0,0.0
37.55,719,0.03,702,17,97.64,2.36
37.57,513,0.02,400,113,77.97,22.03
37.58,409,0.01,269,140,65.77,34.23
37.61,71,0.0,57,14,80.28,19.72
37.66,1122,0.04,873,249,77.81,22.19
37.7,77,0.0,70,7,90.91,9.09
37.73,158,0.01,144,14,91.14,8.86
37.83,98,0.0,96,2,97.96,2.04
37.84,6,0.0,6,0,100.0,0.0
37.88,165,0.01,142,23,86.06,13.94
37.9,501,0.02,339,162,67.66,32.34
37.91,25,0.0,21,4,84.0,16.0
37.94,8,0.0,6,2,75.0,25.0
37.95,1913,0.07,1686,227,88.13,11.87
37.96,14,0.0,14,0,100.0,0.0
37.98,181,0.01,143,38,79.01,20.99
38.04,3,0.0,3,0,100.0,0.0
38.06,35,0.0,33,2,94.29,5.71
38.07,29,0.0,25,4,86.21,13.79
38.12,655,0.02,489,166,74.66,25.34
38.15,19,0.0,17,2,89.47,10.53
38.16,37,0.0,28,9,75.68,24.32
38.17,5,0.0,5,0,100.0,0.0
38.18,30,0.0,28,2,93.33,6.67
38.23,36,0.0,33,3,91.67,8.33
38.25,60,0.0,53,7,88.33,11.67
38.28,107,0.0,106,1,99.07,0.93
38.29,67,0.0,58,9,86.57,13.43
38.35,47,0.0,37,10,78.72,21.28
38.37,26,0.0,25,1,96.15,3.85
38.39,1265,0.05,978,287,77.31,22.69
38.45,8003,0.29,6287,1716,78.56,21.44
38.48,181,0.01,164,17,90.61,9.39
38.49,3041,0.11,2233,808,73.43,26.57
38.5,155,0.01,133,22,85.81,14.19
38.51,233,0.01,185,48,79.4,20.6
38.55,38,0.0,38,0,100.0,0.0
38.62,369,0.01,308,61,83.47,16.53
38.66,123,0.0,61,62,49.59,50.41
38.72,170,0.01,142,28,83.53,16.47
38.74,1,0.0,1,0,100.0,0.0
38.8,6,0.0,6,0,100.0,0.0
38.81,116,0.0,71,45,61.21,38.79
38.83,123,0.0,104,19,84.55,15.45
38.86,242,0.01,220,22,90.91,9.09
38.96,12,0.0,12,0,100.0,0.0
38.97,65,0.0,45,20,69.23,30.77
39.0,1,0.0,1,0,100.0,0.0
39.01,14,0.0,9,5,64.29,35.71
39.05,438,0.02,403,35,92.01,7.99
39.06,113,0.0,87,26,76.99,23.01
39.13,9,0.0,4,5,44.44,55.56
39.14,12,0.0,11,1,91.67,8.33
39.16,221,0.01,205,16,92.76,7.24
39.23,38,0.0,33,5,86.84,13.16
39.27,109,0.0,77,32,70.64,29.36
39.28,35,0.0,35,0,100.0,0.0
39.31,174,0.01,133,41,76.44,23.56
39.35,109,0.0,86,23,78.9,21.1
39.38,335,0.01,231,104,68.96,31.04
39.39,200,0.01,124,76,62.0,38.0
39.44,30,0.0,22,8,73.33,26.67
39.47,16,0.0,16,0,100.0,0.0
39.49,325,0.01,308,17,94.77,5.23
39.55,1595,0.06,1205,390,75.55,24.45
39.56,478,0.02,222,256,46.44,53.56
39.59,32,0.0,30,2,93.75,6.25
39.6,280,0.01,255,25,91.07,8.93
39.66,43,0.0,29,14,67.44,32.56
39.73,57,0.0,48,9,84.21,15.79
39.77,4,0.0,3,1,75.0,25.0
39.81,1,0.0,1,0,100.0,0.0
39.82,374,0.01,289,85,77.27,22.73
39.86,12,0.0,11,1,91.67,8.33
39.89,39,0.0,37,2,94.87,5.13
39.91,15,0.0,13,2,86.67,13.33
39.93,84,0.0,72,12,85.71,14.29
39.96,63,0.0,57,6,90.48,9.52
40.03,1073,0.04,508,565,47.34,52.66
40.04,1819,0.07,1392,427,76.53,23.47
40.06,210,0.01,150,60,71.43,28.57
40.1,844,0.03,561,283,66.47,33.53
40.15,2432,0.09,1907,525,78.41,21.59
40.17,25,0.0,16,9,64.0,36.0
40.2,7,0.0,7,0,100.0,0.0
40.28,721,0.03,519,202,71.98,28.02
40.29,20,0.0,15,5,75.0,25.0
40.32,66,0.0,54,12,81.82,18.18
40.36,76,0.0,69,7,90.79,9.21
40.37,381,0.01,322,59,84.51,15.49
40.39,6,0.0,6,0,100.0,0.0
40.41,78,0.0,75,3,96.15,3.85
40.43,213,0.01,179,34,84.04,15.96
40.48,180,0.01,136,44,75.56,24.44
40.51,189,0.01,95,94,50.26,49.74
40.58,293,0.01,171,122,58.36,41.64
40.59,678,0.02,569,109,83.92,16.08
40.63,63,0.0,46,17,73.02,26.98
40.65,4576,0.17,3209,1367,70.13,29.87
40.66,4274,0.16,3435,839,80.37,19.63
40.67,294,0.01,237,57,80.61,19.39
40.69,229,0.01,192,37,83.84,16.16
40.7,157,0.01,134,23,85.35,14.65
40.73,9,0.0,8,1,88.89,11.11
40.77,54,0.0,53,1,98.15,1.85
40.78,18,0.0,12,6,66.67,33.33
40.83,21,0.0,19,2,90.48,9.52
40.84,10,0.0,10,0,100.0,0.0
40.85,959,0.03,763,196,79.56,20.44
40.93,2,0.0,2,0,100.0,0.0
40.96,550,0.02,339,211,61.64,38.36
41.0,15,0.0,14,1,93.33,6.67
41.01,1,0.0,1,0,100.0,0.0
41.05,17,0.0,17,0,100.0,0.0
41.12,106,0.0,104,2,98.11,1.89
41.2,2,0.0,2,0,100.0,0.0
41.21,7,0.0,4,3,57.14,42.86
41.25,554,0.02,475,79,85.74,14.26
41.38,71,0.0,55,16,77.46,22.54
41.49,299,0.01,223,76,74.58,25.42
41.53,109,0.0,97,12,88.99,11.01
41.55,15,0.0,15,0,100.0,0.0
41.57,451,0.02,354,97,78.49,21.51
41.58,120,0.0,86,34,71.67,28.33
41.62,266,0.01,231,35,86.84,13.16
41.64,30,0.0,25,5,83.33,16.67
41.69,2142,0.08,1758,384,82.07,17.93
41.75,682,0.02,562,120,82.4,17.6
41.76,23,0.0,20,3,86.96,13.04
41.77,5,0.0,3,2,60.0,40.0
41.78,69,0.0,56,13,81.16,18.84
41.79,261,0.01,229,32,87.74,12.26
41.8,107,0.0,92,15,85.98,14.02
41.82,5,0.0,4,1,80.0,20.0
41.91,34,0.0,32,2,94.12,5.88
41.98,30,0.0,29,1,96.67,3.33
42.05,31,0.0,22,9,70.97,29.03
42.08,3285,0.12,1643,1642,50.02,49.98
42.1,143,0.01,75,68,52.45,47.55
42.21,6,0.0,6,0,100.0,0.0
42.22,12,0.0,11,1,91.67,8.33
42.24,132,0.0,101,31,76.52,23.48
42.25,1029,0.04,982,47,95.43,4.57
42.3,131,0.0,110,21,83.97,16.03
42.34,76,0.0,75,1,98.68,1.32
42.35,401,0.01,344,57,85.79,14.21
42.37,103,0.0,89,14,86.41,13.59
42.39,13,0.0,11,2,84.62,15.38
42.41,51,0.0,41,10,80.39,19.61
42.46,446,0.02,400,46,89.69,10.31
42.5,1080,0.04,850,230,78.7,21.3
42.53,38,0.0,35,3,92.11,7.89
42.55,92,0.0,83,9,90.22,9.78
42.57,238,0.01,225,13,94.54,5.46
42.6,7,0.0,5,2,71.43,28.57
42.62,273,0.01,177,96,64.84,35.16
42.66,655,0.02,420,235,64.12,35.88
42.68,177,0.01,156,21,88.14,11.86
42.74,50,0.0,49,1,98.0,2.0
42.77,5,0.0,4,1,80.0,20.0
42.79,538,0.02,472,66,87.73,12.27
42.83,122,0.0,107,15,87.7,12.3
42.85,1192,0.04,972,220,81.54,18.46
42.86,152,0.01,152,0,100.0,0.0
42.88,49,0.0,36,13,73.47,26.53
42.89,74,0.0,58,16,78.38,21.62
42.9,533,0.02,451,82,84.62,15.38
42.99,138,0.01,126,12,91.3,8.7
43.01,466,0.02,439,27,94.21,5.79
43.05,10,0.0,10,0,100.0,0.0
43.18,28,0.0,27,1,96.43,3.57
43.22,19,0.0,19,0,100.0,0.0
43.26,25,0.0,21,4,84.0,16.0
43.27,10,0.0,10,0,100.0,0.0
43.29,60,0.0,51,9,85.0,15.0
43.34,90,0.0,74,16,82.22,17.78
43.4,50,0.0,27,23,54.0,46.0
43.43,1483,0.05,1085,398,73.16,26.84
43.44,36,0.0,30,6,83.33,16.67
43.45,183,0.01,172,11,93.99,6.01
43.48,2232,0.08,1655,577,74.15,25.85
43.53,259,0.01,223,36,86.1,13.9
43.56,50,0.0,34,16,68.0,32.0
