price,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
68.02,4,0.0,4,0,100.0,0.0
68.06,2,0.0,2,0,100.0,0.0
68.07,2,0.0,2,0,100.0,0.0
68.08,7,0.0,6,1,85.71,14.29
68.1,4,0.0,3,1,75.0,25.0
68.12,1,0.0,1,0,100.0,0.0
68.13,23,0.0,20,3,86.96,13.04
68.15,490,0.02,375,115,76.53,23.47
68.17,59,0.0,54,5,91.53,8.47
68.21,14,0.0,13,1,92.86,7.14
68.24,2,0.0,2,0,100.0,0.0
68.27,5,0.0,4,1,80.0,20.0
68.28,33,0.0,28,5,84.85,15.15
68.29,4,0.0,4,0,100.0,0.0
68.31,20,0.0,20,0,100.0,0.0
68.32,1,0.0,1,0,100.0,0.0
68.34,2,0.0,2,0,100.0,0.0
68.37,1,0.0,1,0,100.0,0.0
68.4,4,0.0,3,1,75.0,25.0
68.42,1,0.0,1,0,100.0,0.0
68.43,2,0.0,2,0,100.0,0.0
68.49,3,0.0,3,0,100.0,0.0
68.51,1,0.0,0,1,0.0,100.0
68.52,4,0.0,4,0,100.0,0.0
68.53,1,0.0,1,0,100.0,0.0
68.55,5,0.0,4,1,80.0,20.0
68.61,1,0.0,1,0,100.0,0.0
68.63,29,0.0,28,1,96.55,3.45
68.66,13,0.0,11,2,84.62,15.38
68.67,3,0.0,3,0,100.0,0.0
68.68,2,0.0,1,1,50.0,50.0
68.7,2,0.0,2,0,100.0,0.0
68.71,2,0.0,2,0,100.0,0.0
68.72,2,0.0,2,0,100.0,0.0
68.73,1,0.0,1,0,100.0,0.0
68.74,3,0.0,3,0,100.0,0.0
68.76,13,0.0,11,2,84.62,15.38
68.77,7,0.0,7,0,100.0,0.0
68.81,48,0.0,46,2,95.83,4.17
68.82,1,0.0,1,0,100.0,0.0
68.83,2,0.0,2,0,100.0,0.0
68.84,2,0.0,2,0,100.0,0.0
68.87,3,0.0,3,0,100.0,0.0
68.92,57,0.0,54,3,94.74,5.26
68.93,2,0.0,2,0,100.0,0.0
68.94,5,0.0,5,0,100.0,0.0
68.96,10,0.0,8,2,80.0,20.0
68.99,7,0.0,7,0,100.0,0.0
69.0,1,0.0,1,0,100.0,0.0
69.01,1,0.0,1,0,100.0,0.0
69.06,3,0.0,1,2,33.33,66.67
69.09,1,0.0,1,0,100.0,0.0
69.1,7,0.0,7,0,100.0,0.0
69.11,54,0.0,48,6,88.89,11.11
69.12,6,0.0,6,0,100.0,0.0
69.14,2,0.0,2,0,100.0,0.0
69.16,3,0.0,2,1,66.67,33.33
69.17,54,0.0,46,8,85.19,14.81
69.18,1,0.0,1,0,100.0,0.0
69.19,9,0.0,8,1,88.89,11.11
69.2,21,0.0,20,1,95.24,4.76
69.26,32,0.0,29,3,90.62,9.38
69.28,5,0.0,4,1,80.0,20.0
69.29,23,0.0,23,0,100.0,0.0
69.32,2,0.0,2,0,100.0,0.0
69.33,1,0.0,1,0,100.0,0.0
69.37,1,0.0,0,1,0.0,100.0
69.38,2,0.0,1,1,50.0,50.0
69.39,1,0.0,1,0,100.0,0.0
69.4,1,0.0,1,0,100.0,0.0
69.43,7,0.0,7,0,100.0,0.0
69.44,6,0.0,6,0,100.0,0.0
69.45,7,0.0,7,0,100.0,0.0
69.48,1,0.0,1,0,100.0,0.0
69.51,1,0.0,1,0,100.0,0.0
69.53,3,0.0,3,0,100.0,0.0
69.56,2,0.0,2,0,100.0,0.0
69.58,8,0.0,8,0,100.0,0.0
69.59,1,0.0,1,0,100.0,0.0
69.61,8,0.0,6,2,75.0,25.0
69.62,2,0.0,2,0,100.0,0.0
69.63,1,0.0,1,0,100.0,0.0
69.64,3,0.0,3,0,100.0,0.0
69.66,2,0.0,2,0,100.0,0.0
69.69,1,0.0,1,0,100.0,0.0
69.7,7,0.0,6,1,85.71,14.29
69.73,1,0.0,1,0,100.0,0.0
69.75,2,0.0,2,0,100.0,0.0
69.76,3,0.0,3,0,100.0,0.0
69.78,1,0.0,1,0,100.0,0.0
69.8,4,0.0,3,1,75.0,25.0
69.81,1,0.0,1,0,100.0,0.0
69.84,6,0.0,5,1,83.33,16.67
69.85,4,0.0,4,0,100.0,0.0
69.86,2,0.0,2,0,100.0,0.0
69.88,1,0.0,1,0,100.0,0.0
69.89,4,0.0,4,0,100.0,0.0
69.91,1,0.0,1,0,100.0,0.0
69.94,4,0.0,4,0,100.0,0.0
69.97,2,0.0,2,0,100.0,0.0
69.99,1,0.0,1,0,100.0,0.0
70.0,4,0.0,4,0,100.0,0.0
70.02,17,0.0,17,0,100.0,0.0
70.06,54,0.0,52,2,96.3,3.7
70.07,11,0.0,11,0,100.0,0.0
70.08,10,0.0,8,2,80.0,20.0
70.09,2,0.0,2,0,100.0,0.0
70.1,25,0.0,22,3,88.0,12.0
70.11,14,0.0,13,1,92.86,7.14
70.12,2,0.0,2,0,100.0,0.0
70.17,2,0.0,2,0,100.0,0.0
70.18,3,0.0,3,0,100.0,0.0
70.19,2,0.0,1,1,50.0,50.0
70.2,33,0.0,32,1,96.97,3.03
70.21,10,0.0,10,0,100.0,0.0
70.22,2,0.0,1,1,50.0,50.0
70.25,5,0.0,5,0,100.0,0.0
70.29,1,0.0,1,0,100.0,0.0
70.3,2,0.0,2,0,100.0,0.0
70.31,1,0.0,1,0,100.0,0.0
70.32,4,0.0,4,0,100.0,0.0
70.33,8,0.0,8,0,100.0,0.0
70.35,552,0.02,381,171,69.02,30.98
70.39,1,0.0,1,0,100.0,0.0
70.41,2,0.0,2,0,100.0,0.0
70.42,2,0.0,1,1,50.0,50.0
70.47,3,0.0,3,0,100.0,0.0
70.48,1,0.0,1,0,100.0,0.0
70.49,20,0.0,20,0,100.0,0.0
70.52,2,0.0,1,1,50.0,50.0
70.53,2,0.0,2,0,100.0,0.0
70.57,29,0.0,27,2,93.1,6.9
70.6,2,0.0,2,0,100.0,0.0
70.63,1,0.0,1,0,100.0,0.0
70.64,10,0.0,8,2,80.0,20.0
70.65,1,0.0,1,0,100.0,0.0
70.68,1,0.0,1,0,100.0,0.0
70.7,1,0.0,0,1,0.0,100.0
70.71,2,0.0,2,0,100.0,0.0
70.72,89,0.0,81,8,91.01,8.99
70.73,26,0.0,25,1,96.15,3.85
70.75,5,0.0,5,0,100.0,0.0
70.76,2,0.0,2,0,100.0,0.0
70.77,2,0.0,1,1,50.0,50.0
70.8,5,0.0,5,0,100.0,0.0
70.86,2,0.0,2,0,100.0,0.0
70.87,2,0.0,2,0,100.0,0.0
70.88,1,0.0,1,0,100.0,0.0
70.9,1,0.0,1,0,100.0,0.0
70.94,1,0.0,1,0,100.0,0.0
70.99,1,0.0,1,0,100.0,0.0
71.02,5,0.0,5,0,100.0,0.0
71.04,18,0.0,18,0,100.0,0.0
71.05,2,0.0,2,0,100.0,0.0
71.06,3,0.0,3,0,100.0,0.0
71.07,2,0.0,2,0,100.0,0.0
71.12,2,0.0,2,0,100.0,0.0
71.13,76,0.0,72,4,94.74,5.26
71.14,5,0.0,3,2,60.0,40.0
71.15,3,0.0,3,0,100.0,0.0
71.16,2,0.0,1,1,50.0,50.0
71.17,52,0.0,47,5,90.38,9.62
71.18,11,0.0,10,1,90.91,9.09
71.2,7,0.0,4,3,57.14,42.86
71.21,40,0.0,39,1,97.5,2.5
71.23,2,0.0,2,0,100.0,0.0
71.24,1,0.0,1,0,100.0,0.0
71.25,2,0.0,1,1,50.0,50.0
71.26,8,0.0,6,2,75.0,25.0
71.29,7,0.0,6,1,85.71,14.29
71.36,5,0.0,4,1,80.0,20.0
71.37,2,0.0,1,1,50.0,50.0
71.38,2,0.0,1,1,50.0,50.0
71.42,1,0.0,1,0,100.0,0.0
71.43,5,0.0,4,1,80.0,20.0
71.45,2604,0.09,2043,561,78.46,21.54
71.46,2,0.0,2,0,100.0,0.0
71.48,3,0.0,3,0,100.0,0.0
71.49,1,0.0,1,0,100.0,0.0
71.5,3,0.0,2,1,66.67,33.33
71.63,5,0.0,5,0,100.0,0.0
71.65,1,0.0,1,0,100.0,0.0
71.67,1,0.0,1,0,100.0,0.0
71.69,1,0.0,1,0,100.0,0.0
71.7,1,0.0,1,0,100.0,0.0
71.73,1,0.0,0,1,0.0,100.0
71.8,6,0.0,6,0,100.0,0.0
71.81,1,0.0,1,0,100.0,0.0
71.83,8,0.0,8,0,100.0,0.0
71.84,2,0.0,2,0,100.0,0.0
71.85,2,0.0,2,0,100.0,0.0
71.89,1,0.0,1,0,100.0,0.0
71.9,2,0.0,2,0,100.0,0.0
71.91,1,0.0,1,0,100.0,0.0
71.92,9,0.0,6,3,66.67,33.33
71.94,4,0.0,4,0,100.0,0.0
71.95,31,0.0,27,4,87.1,12.9
71.96,11,0.0,9,2,81.82,18.18
71.97,3,0.0,3,0,100.0,0.0
72.0,16,0.0,12,4,75.0,25.0
72.02,1,0.0,1,0,100.0,0.0
72.04,2,0.0,2,0,100.0,0.0
72.05,1,0.0,1,0,100.0,0.0
72.06,1,0.0,1,0,100.0,0.0
72.09,1,0.0,1,0,100.0,0.0
72.11,25,0.0,25,0,100.0,0.0
72.12,2,0.0,2,0,100.0,0.0
72.13,5,0.0,4,1,80.0,20.0
72.14,2,0.0,2,0,100.0,0.0
72.17,6,0.0,5,1,83.33,16.67
72.18,2,0.0,2,0,100.0,0.0
72.19,1,0.0,0,1,0.0,100.0
72.2,2,0.0,2,0,100.0,0.0
72.22,2,0.0,2,0,100.0,0.0
72.24,1,0.0,1,0,100.0,0.0
72.25,6,0.0,6,0,100.0,0.0
72.26,1,0.0,1,0,100.0,0.0
72.28,5,0.0,5,0,100.0,0.0
72.33,2,0.0,2,0,100.0,0.0
72.35,5,0.0,5,0,100.0,0.0
72.37,2,0.0,2,0,100.0,0.0
72.4,2,0.0,2,0,100.0,0.0
72.41,2,0.0,2,0,100.0,0.0
72.46,1,0.0,1,0,100.0,0.0
72.47,16,0.0,15,1,93.75,6.25
72.51,2,0.0,1,1,50.0,50.0
72.53,2,0.0,2,0,100.0,0.0
72.55,792,0.03,574,218,72.47,27.53
72.56,4,0.0,4,0,100.0,0.0
72.58,1,0.0,1,0,100.0,0.0
72.59,4,0.0,4,0,100.0,0.0
72.6,8,0.0,6,2,75.0,25.0
72.62,64,0.0,60,4,93.75,6.25
72.63,5,0.0,4,1,80.0,20.0
72.64,4,0.0,4,0,100.0,0.0
72.67,5,0.0,4,1,80.0,20.0
72.68,1,0.0,1,0,100.0,0.0
72.69,28,0.0,25,3,89.29,10.71
72.7,1,0.0,0,1,0.0,100.0
72.75,2,0.0,2,0,100.0,0.0
72.78,7,0.0,7,0,100.0,0.0
72.8,2,0.0,2,0,100.0,0.0
72.83,1,0.0,1,0,100.0,0.0
72.86,1,0.0,1,0,100.0,0.0
72.88,1,0.0,1,0,100.0,0.0
72.91,6,0.0,5,1,83.33,16.67
72.92,1,0.0,1,0,100.0,0.0
72.94,4,0.0,4,0,100.0,0.0
72.95,2,0.0,2,0,100.0,0.0
72.96,1,0.0,1,0,100.0,0.0
72.97,2,0.0,2,0,100.0,0.0
72.98,9,0.0,9,0,100.0,0.0
73.0,1,0.0,1,0,100.0,0.0
73.01,11,0.0,10,1,90.91,9.09
73.02,1,0.0,1,0,100.0,0.0
73.03,4,0.0,4,0,100.0,0.0
73.04,51,0.0,45,6,88.24,11.76
73.05,6,0.0,6,0,100.0,0.0
73.06,1,0.0,1,0,100.0,0.0
73.08,2,0.0,2,0,100.0,0.0
73.1,79,0.0,74,5,93.67,6.33
73.11,5,0.0,5,0,100.0,0.0
73.13,6,0.0,6,0,100.0,0.0
73.14,28,0.0,25,3,89.29,10.71
73.15,2,0.0,2,0,100.0,0.0
73.16,18,0.0,17,1,94.44,5.56
73.18,1,0.0,1,0,100.0,0.0
73.2,3,0.0,2,1,66.67,33.33
73.22,11,0.0,11,0,100.0,0.0
73.24,14,0.0,10,4,71.43,28.57
73.25,8,0.0,7,1,87.5,12.5
73.26,36,0.0,22,14,61.11,38.89
73.27,1,0.0,1,0,100.0,0.0
73.28,2,0.0,2,0,100.0,0.0
73.33,2,0.0,2,0,100.0,0.0
73.34,3,0.0,3,0,100.0,0.0
73.36,1,0.0,1,0,100.0,0.0
73.38,1,0.0,0,1,0.0,100.0
73.39,3,0.0,3,0,100.0,0.0
73.4,1,0.0,1,0,100.0,0.0
73.41,2,0.0,2,0,100.0,0.0
73.44,3,0.0,3,0,100.0,0.0
73.45,2,0.0,2,0,100.0,0.0
73.46,1,0.0,1,0,100.0,0.0
73.47,1,0.0,1,0,100.0,0.0
73.48,2,0.0,2,0,100.0,0.0
73.49,5,0.0,4,1,80.0,20.0
73.51,6,0.0,6,0,100.0,0.0
73.53,2,0.0,2,0,100.0,0.0
73.57,2,0.0,2,0,100.0,0.0
73.6,2,0.0,1,1,50.0,50.0
73.63,2,0.0,2,0,100.0,0.0
73.65,914,0.03,730,184,79.87,20.13
73.66,2,0.0,2,0,100.0,0.0
73.68,1,0.0,0,1,0.0,100.0
73.69,3,0.0,2,1,66.67,33.33
73.72,8,0.0,6,2,75.0,25.0
73.73,10,0.0,10,0,100.0,0.0
73.74,1,0.0,1,0,100.0,0.0
73.77,1,0.0,1,0,100.0,0.0
73.78,4,0.0,3,1,75.0,25.0
73.79,2,0.0,1,1,50.0,50.0
73.8,8,0.0,8,0,100.0,0.0
73.81,1,0.0,1,0,100.0,0.0
73.84,1,0.0,1,0,100.0,0.0
73.87,3,0.0,3,0,100.0,0.0
73.88,1,0.0,1,0,100.0,0.0
73.94,2,0.0,2,0,100.0,0.0
73.98,3,0.0,3,0,100.0,0.0
74.05,2,0.0,2,0,100.0,0.0
74.06,1,0.0,1,0,100.0,0.0
74.07,1,0.0,1,0,100.0,0.0
74.08,2,0.0,2,0,100.0,0.0
74.1,5,0.0,4,1,80.0,20.0
74.11,12,0.0,10,2,83.33,16.67
74.13,1,0.0,1,0,100.0,0.0
74.14,1,0.0,1,0,100.0,0.0
74.16,1,0.0,1,0,100.0,0.0
74.17,15,0.0,12,3,80.0,20.0
74.21,2,0.0,2,0,100.0,0.0
74.23,1,0.0,1,0,100.0,0.0
74.24,9,0.0,9,0,100.0,0.0
74.25,3,0.0,2,1,66.67,33.33
74.26,10,0.0,8,2,80.0,20.0
74.27,1,0.0,1,0,100.0,0.0
74.34,4,0.0,3,1,75.0,25.0
74.35,1,0.0,1,0,100.0,0.0
74.36,2,0.0,2,0,100.0,0.0
74.37,3,0.0,3,0,100.0,0.0
74.38,1,0.0,1,0,100.0,0.0
74.4,2,0.0,2,0,100.0,0.0
74.46,3,0.0,3,0,100.0,0.0
74.49,3,0.0,3,0,100.0,0.0
74.5,1,0.0,1,0,100.0,0.0
74.51,2,0.0,2,0,100.0,0.0
74.53,2,0.0,2,0,100.0,0.0
74.54,3,0.0,2,1,66.67,33.33
74.55,20,0.0,20,0,100.0,0.0
74.56,3,0.0,3,0,100.0,0.0
74.57,1,0.0,1,0,100.0,0.0
74.59,1,0.0,1,0,100.0,0.0
74.6,6,0.0,6,0,100.0,0.0
74.61,2,0.0,2,0,100.0,0.0
74.62,9,0.0,7,2,77.78,22.22
74.64,1,0.0,0,1,0.0,100.0
74.66,9,0.0,8,1,88.89,11.11
74.68,2,0.0,2,0,100.0,0.0
74.7,21,0.0,19,2,90.48,9.52
74.75,1038,0.04,682,356,65.7,34.3
74.79,5,0.0,2,3,40.0,60.0
74.81,2,0.0,2,0,100.0,0.0
74.83,3,0.0,2,1,66.67,33.33
74.86,3,0.0,3,0,100.0,0.0
74.87,1,0.0,0,1,0.0,100.0
74.89,2,0.0,2,0,100.0,0.0
74.9,1,0.0,1,0,100.0,0.0
74.92,4,0.0,4,0,100.0,0.0
74.94,2,0.0,2,0,100.0,0.0
74.95,2,0.0,2,0,100.0,0.0
74.97,4,0.0,3,1,75.0,25.0
74.98,2,0.0,2,0,100.0,0.0
74.99,2,0.0,2,0,100.0,0.0
75.02,2,0.0,2,0,100.0,0.0
75.03,2,0.0,2,0,100.0,0.0
75.05,4,0.0,3,1,75.0,25.0
75.09,16,0.0,16,0,100.0,0.0
75.1,2,0.0,1,1,50.0,50.0
75.12,2,0.0,1,1,50.0,50.0
75.13,1,0.0,1,0,100.0,0.0
75.14,18,0.0,15,3,83.33,16.67
75.2,36,0.0,31,5,86.11,13.89
75.22,8,0.0,8,0,100.0,0.0
75.23,3,0.0,3,0,100.0,0.0
75.24,15,0.0,14,1,93.33,6.67
75.25,5,0.0,3,2,60.0,40.0
75.26,1,0.0,1,0,100.0,0.0
75.31,2,0.0,2,0,100.0,0.0
75.32,1,0.0,1,0,100.0,0.0
75.33,1,0.0,1,0,100.0,0.0
75.37,1,0.0,1,0,100.0,0.0
75.38,1,0.0,0,1,0.0,100.0
75.41,8,0.0,7,1,87.5,12.5
75.43,2,0.0,1,1,50.0,50.0
75.45,1,0.0,1,0,100.0,0.0
75.46,12,0.0,11,1,91.67,8.33
75.49,2,0.0,2,0,100.0,0.0
75.52,1,0.0,1,0,100.0,0.0
75.53,1,0.0,1,0,100.0,0.0
75.58,2,0.0,1,1,50.0,50.0
75.6,1,0.0,1,0,100.0,0.0
75.61,3,0.0,2,1,66.67,33.33
75.62,1,0.0,1,0,100.0,0.0
75.64,14,0.0,12,2,85.71,14.29
75.67,3,0.0,3,0,100.0,0.0
75.69,2,0.0,2,0,100.0,0.0
75.71,3,0.0,1,2,33.33,66.67
75.73,3,0.0,3,0,100.0,0.0
75.75,3,0.0,2,1,66.67,33.33
75.77,4,0.0,4,0,100.0,0.0
75.79,1,0.0,1,0,100.0,0.0
75.81,1,0.0,1,0,100.0,0.0
75.85,10,0.0,9,1,90.0,10.0
75.89,3,0.0,3,0,100.0,0.0
75.9,1005,0.04,904,101,89.95,10.05
75.91,3,0.0,2,1,66.67,33.33
75.92,1,0.0,1,0,100.0,0.0
75.93,2,0.0,2,0,100.0,0.0
75.95,1,0.0,1,0,100.0,0.0
75.97,2,0.0,2,0,100.0,0.0
75.99,1,0.0,1,0,100.0,0.0
76.01,18,0.0,17,1,94.44,5.56
76.05,1,0.0,1,0,100.0,0.0
76.09,8,0.0,7,1,87.5,12.5
76.11,10,0.0,9,1,90.0,10.0
76.15,4,0.0,4,0,100.0,0.0
76.16,3,0.0,3,0,100.0,0.0
76.18,9,0.0,9,0,100.0,0.0
76.2,1,0.0,1,0,100.0,0.0
76.23,3,0.0,3,0,100.0,0.0
76.24,3,0.0,3,0,100.0,0.0
76.25,2,0.0,1,1,50.0,50.0
76.26,3,0.0,3,0,100.0,0.0
76.27,1,0.0,1,0,100.0,0.0
76.28,1,0.0,1,0,100.0,0.0
76.3,1,0.0,1,0,100.0,0.0
76.31,6,0.0,6,0,100.0,0.0
76.33,1,0.0,1,0,100.0,0.0
76.34,11,0.0,9,2,81.82,18.18
76.37,1,0.0,1,0,100.0,0.0
76.38,5,0.0,5,0,100.0,0.0
76.41,6,0.0,5,1,83.33,16.67
76.42,1,0.0,1,0,100.0,0.0
76.43,1,0.0,1,0,100.0,0.0
76.44,2,0.0,2,0,100.0,0.0
76.48,14,0.0,13,1,92.86,7.14
76.51,1,0.0,1,0,100.0,0.0
76.52,1,0.0,0,1,0.0,100.0
76.53,2,0.0,1,1,50.0,50.0
76.54,1,0.0,1,0,100.0,0.0
76.56,2,0.0,2,0,100.0,0.0
76.57,4,0.0,3,1,75.0,25.0
76.58,32,0.0,32,0,100.0,0.0
76.59,5,0.0,3,2,60.0,40.0
76.6,2,0.0,2,0,100.0,0.0
76.62,36,0.0,34,2,94.44,5.56
76.65,1,0.0,1,0,100.0,0.0
76.66,1,0.0,1,0,100.0,0.0
76.69,2,0.0,2,0,100.0,0.0
76.73,4,0.0,4,0,100.0,0.0
76.77,37,0.0,30,7,81.08,18.92
76.78,2,0.0,2,0,100.0,0.0
76.79,1,0.0,0,1,0.0,100.0
76.8,1,0.0,1,0,100.0,0.0
76.81,2,0.0,1,1,50.0,50.0
76.85,1,0.0,0,1,0.0,100.0
76.88,8,0.0,5,3,62.5,37.5
76.89,3,0.0,3,0,100.0,0.0
76.9,1,0.0,1,0,100.0,0.0
76.95,884,0.03,805,79,91.06,8.94
76.97,3,0.0,1,2,33.33,66.67
77.02,1,0.0,0,1,0.0,100.0
77.04,2,0.0,2,0,100.0,0.0
77.08,2,0.0,2,0,100.0,0.0
77.11,8,0.0,8,0,100.0,0.0
77.12,2,0.0,2,0,100.0,0.0
77.13,2,0.0,2,0,100.0,0.0
77.17,3,0.0,2,1,66.67,33.33
77.18,5,0.0,3,2,60.0,40.0
77.19,2,0.0,1,1,50.0,50.0
77.21,37,0.0,35,2,94.59,5.41
77.22,7,0.0,6,1,85.71,14.29
77.23,25,0.0,21,4,84.0,16.0
77.24,2,0.0,2,0,100.0,0.0
77.26,1,0.0,1,0,100.0,0.0
77.28,25,0.0,20,5,80.0,20.0
77.29,13,0.0,11,2,84.62,15.38
77.3,1,0.0,1,0,100.0,0.0
77.34,1,0.0,1,0,100.0,0.0
77.37,4,0.0,3,1,75.0,25.0
77.46,2,0.0,2,0,100.0,0.0
77.47,1,0.0,0,1,0.0,100.0
77.51,9,0.0,8,1,88.89,11.11
77.55,1,0.0,1,0,100.0,0.0
77.56,2,0.0,1,1,50.0,50.0
77.57,1,0.0,1,0,100.0,0.0
77.64,1,0.0,1,0,100.0,0.0
77.7,3,0.0,3,0,100.0,0.0
77.72,2,0.0,2,0,100.0,0.0
77.75,4,0.0,3,1,75.0,25.0
77.76,2,0.0,2,0,100.0,0.0
77.77,2,0.0,2,0,100.0,0.0
77.79,3,0.0,3,0,100.0,0.0
77.84,1,0.0,1,0,100.0,0.0
77.85,2,0.0,2,0,100.0,0.0
77.94,1,0.0,1,0,100.0,0.0
77.98,2,0.0,2,0,100.0,0.0
78.0,9,0.0,9,0,100.0,0.0
78.02,1,0.0,0,1,0.0,100.0
78.09,1,0.0,1,0,100.0,0.0
78.1,12,0.0,12,0,100.0,0.0
78.11,16,0.0,12,4,75.0,25.0
78.13,4,0.0,4,0,100.0,0.0
78.19,3,0.0,3,0,100.0,0.0
78.2,11,0.0,11,0,100.0,0.0
78.21,13,0.0,13,0,100.0,0.0
78.22,1,0.0,1,0,100.0,0.0
78.23,3,0.0,2,1,66.67,33.33
78.25,1,0.0,1,0,100.0,0.0
78.27,40,0.0,40,0,100.0,0.0
78.28,1,0.0,1,0,100.0,0.0
78.3,3,0.0,3,0,100.0,0.0
78.31,3,0.0,3,0,100.0,0.0
78.32,2,0.0,2,0,100.0,0.0
78.34,8,0.0,8,0,100.0,0.0
78.36,1,0.0,1,0,100.0,0.0
78.39,24,0.0,24,0,100.0,0.0
78.42,2,0.0,2,0,100.0,0.0
78.43,1,0.0,1,0,100.0,0.0
78.46,1,0.0,1,0,100.0,0.0
78.48,1,0.0,1,0,100.0,0.0
78.5,1,0.0,1,0,100.0,0.0
78.53,1,0.0,1,0,100.0,0.0
78.55,1,0.0,1,0,100.0,0.0
78.56,3,0.0,3,0,100.0,0.0
78.57,3,0.0,3,0,100.0,0.0
78.58,3,0.0,3,0,100.0,0.0
78.61,2,0.0,2,0,100.0,0.0
78.63,1,0.0,0,1,0.0,100.0
78.65,1,0.0,1,0,100.0,0.0
78.67,2,0.0,2,0,100.0,0.0
78.68,27,0.0,26,1,96.3,3.7
78.7,6,0.0,5,1,83.33,16.67
78.72,2,0.0,1,1,50.0,50.0
78.76,9,0.0,8,1,88.89,11.11
78.84,4,0.0,4,0,100.0,0.0
78.85,19,0.0,18,1,94.74,5.26
78.88,2,0.0,1,1,50.0,50.0
78.89,1,0.0,1,0,100.0,0.0
78.91,1,0.0,1,0,100.0,0.0
78.93,1,0.0,1,0,100.0,0.0
78.96,22,0.0,22,0,100.0,0.0
78.98,1,0.0,1,0,100.0,0.0
78.99,2,0.0,1,1,50.0,50.0
79.02,8,0.0,7,1,87.5,12.5
79.06,4,0.0,4,0,100.0,0.0
79.08,1,0.0,1,0,100.0,0.0
79.1,27,0.0,27,0,100.0,0.0
79.12,2,0.0,2,0,100.0,0.0
79.13,1,0.0,1,0,100.0,0.0
79.16,17,0.0,16,1,94.12,5.88
79.21,1,0.0,1,0,100.0,0.0
79.27,1,0.0,1,0,100.0,0.0
79.31,15,0.0,13,2,86.67,13.33
79.32,15,0.0,13,2,86.67,13.33
79.34,2,0.0,2,0,100.0,0.0
79.35,47,0.0,44,3,93.62,6.38
79.37,14,0.0,11,3,78.57,21.43
79.38,4,0.0,3,1,75.0,25.0
79.39,1,0.0,1,0,100.0,0.0
79.4,5,0.0,5,0,100.0,0.0
79.41,2,0.0,2,0,100.0,0.0
79.42,1,0.0,1,0,100.0,0.0
79.45,2,0.0,2,0,100.0,0.0
79.49,3,0.0,2,1,66.67,33.33
79.5,2,0.0,2,0,100.0,0.0
79.51,2,0.0,2,0,100.0,0.0
79.52,2,0.0,2,0,100.0,0.0
79.54,3,0.0,3,0,100.0,0.0
79.55,3,0.0,2,1,66.67,33.33
79.56,3,0.0,2,1,66.67,33.33
79.6,2,0.0,2,0,100.0,0.0
79.61,2,0.0,2,0,100.0,0.0
79.62,3,0.0,3,0,100.0,0.0
79.63,1,0.0,1,0,100.0,0.0
79.7,3,0.0,3,0,100.0,0.0
79.72,4,0.0,3,1,75.0,25.0
79.73,19,0.0,19,0,100.0,0.0
79.74,1,0.0,1,0,100.0,0.0
79.75,1,0.0,1,0,100.0,0.0
79.77,5,0.0,5,0,100.0,0.0
79.82,1,0.0,1,0,100.0,0.0
79.84,2,0.0,2,0,100.0,0.0
79.87,2,0.0,2,0,100.0,0.0
79.88,4,0.0,4,0,100.0,0.0
79.89,1,0.0,1,0,100.0,0.0
79.93,10,0.0,10,0,100.0,0.0
79.96,1,0.0,1,0,100.0,0.0
79.97,2,0.0,1,1,50.0,50.0
79.99,7,0.0,5,2,71.43,28.57
80.0,2,0.0,1,1,50.0,50.0
80.01,1,0.0,1,0,100.0,0.0
80.04,1,0.0,1,0,100.0,0.0
80.05,2,0.0,2,0,100.0,0.0
80.07,3,0.0,2,1,66.67,33.33
80.08,2,0.0,2,0,100.0,0.0
80.09,3,0.0,3,0,100.0,0.0
80.11,7,0.0,7,0,100.0,0.0
80.12,1,0.0,1,0,100.0,0.0
80.14,22,0.0,22,0,100.0,0.0
80.16,4,0.0,4,0,100.0,0.0
80.17,2,0.0,2,0,100.0,0.0
80.18,2,0.0,2,0,100.0,0.0
80.19,3,0.0,1,2,33.33,66.67
80.2,3,0.0,3,0,100.0,0.0
80.21,4,0.0,4,0,100.0,0.0
80.23,1,0.0,1,0,100.0,0.0
80.25,279,0.01,192,87,68.82,31.18
80.28,24,0.0,20,4,83.33,16.67
80.31,4,0.0,4,0,100.0,0.0
80.33,3,0.0,3,0,100.0,0.0
80.34,3,0.0,2,1,66.67,33.33
80.36,2,0.0,2,0,100.0,0.0
80.37,1,0.0,1,0,100.0,0.0
80.38,30,0.0,28,2,93.33,6.67
80.44,45,0.0,45,0,100.0,0.0
80.45,10,0.0,10,0,100.0,0.0
80.47,12,0.0,10,2,83.33,16.67
80.5,1,0.0,1,0,100.0,0.0
80.51,1,0.0,1,0,100.0,0.0
80.53,1,0.0,1,0,100.0,0.0
80.55,7,0.0,7,0,100.0,0.0
80.63,1,0.0,1,0,100.0,0.0
80.7,4,0.0,4,0,100.0,0.0
80.72,1,0.0,1,0,100.0,0.0
80.73,2,0.0,2,0,100.0,0.0
80.75,2,0.0,2,0,100.0,0.0
80.76,2,0.0,2,0,100.0,0.0
80.8,2,0.0,2,0,100.0,0.0
80.83,2,0.0,2,0,100.0,0.0
80.88,1,0.0,1,0,100.0,0.0
80.89,19,0.0,19,0,100.0,0.0
80.91,3,0.0,3,0,100.0,0.0
80.93,2,0.0,2,0,100.0,0.0
80.94,2,0.0,2,0,100.0,0.0
