competitorPrice,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
20.61,149,0.01,134,15,89.93,10.07
20.62,96,0.0,82,14,85.42,14.58
20.64,44,0.0,41,3,93.18,6.82
20.65,8,0.0,6,2,75.0,25.0
20.66,306,0.01,263,43,85.95,14.05
20.67,1224,0.05,976,248,79.74,20.26
20.68,621,0.02,445,176,71.66,28.34
20.69,18,0.0,17,1,94.44,5.56
20.7,4,0.0,3,1,75.0,25.0
20.71,23,0.0,18,5,78.26,21.74
20.72,24,0.0,22,2,91.67,8.33
20.74,84,0.0,66,18,78.57,21.43
20.75,29,0.0,19,10,65.52,34.48
20.76,219,0.01,148,71,67.58,32.42
20.77,192,0.01,150,42,78.12,21.88
20.78,880,0.03,739,141,83.98,16.02
20.79,266,0.01,194,72,72.93,27.07
20.8,179,0.01,139,40,77.65,22.35
20.81,305,0.01,230,75,75.41,24.59
20.82,136,0.01,109,27,80.15,19.85
20.83,240,0.01,179,61,74.58,25.42
20.85,630,0.02,474,156,75.24,24.76
20.86,338,0.01,252,86,74.56,25.44
20.87,69,0.0,56,13,81.16,18.84
20.88,2659,0.1,1741,918,65.48,34.52
20.89,2798,0.11,2272,526,81.2,18.8
20.9,86,0.0,71,15,82.56,17.44
20.91,71,0.0,55,16,77.46,22.54
20.92,75,0.0,58,17,77.33,22.67
20.93,52,0.0,45,7,86.54,13.46
20.94,39,0.0,34,5,87.18,12.82
20.96,147,0.01,123,24,83.67,16.33
20.97,23,0.0,23,0,100.0,0.0
20.98,14,0.0,10,4,71.43,28.57
20.99,41,0.0,34,7,82.93,17.07
21.0,155,0.01,131,24,84.52,15.48
21.01,110,0.0,104,6,94.55,5.45
21.02,41,0.0,31,10,75.61,24.39
21.03,248,0.01,202,46,81.45,18.55
21.04,265,0.01,218,47,82.26,17.74
21.05,73,0.0,60,13,82.19,17.81
21.07,56,0.0,49,7,87.5,12.5
21.08,103,0.0,80,23,77.67,22.33
21.1,76,0.0,66,10,86.84,13.16
21.11,288,0.01,265,23,92.01,7.99
21.12,265,0.01,222,43,83.77,16.23
21.13,48,0.0,43,5,89.58,10.42
21.14,32,0.0,30,2,93.75,6.25
21.15,82,0.0,70,12,85.37,14.63
21.16,147,0.01,112,35,76.19,23.81
21.18,16,0.0,14,2,87.5,12.5
21.19,46,0.0,42,4,91.3,8.7
21.2,1078,0.04,947,131,87.85,12.15
21.21,191,0.01,157,34,82.2,17.8
21.22,921,0.03,676,245,73.4,26.6
21.23,294,0.01,169,125,57.48,42.52
21.25,29,0.0,29,0,100.0,0.0
21.26,153,0.01,104,49,67.97,32.03
21.27,237,0.01,206,31,86.92,13.08
21.29,166,0.01,121,45,72.89,27.11
21.31,76,0.0,58,18,76.32,23.68
21.32,289,0.01,219,70,75.78,24.22
21.33,994,0.04,753,241,75.75,24.25
21.34,173,0.01,148,25,85.55,14.45
21.35,34,0.0,27,7,79.41,20.59
21.36,9,0.0,5,4,55.56,44.44
21.37,159,0.01,128,31,80.5,19.5
21.38,401,0.02,303,98,75.56,24.44
21.39,1580,0.06,1040,540,65.82,34.18
21.41,162,0.01,129,33,79.63,20.37
21.42,106,0.0,83,23,78.3,21.7
21.43,1278,0.05,1057,221,82.71,17.29
21.44,960,0.04,806,154,83.96,16.04
21.45,170,0.01,138,32,81.18,18.82
21.46,29,0.0,22,7,75.86,24.14
21.47,37,0.0,29,8,78.38,21.62
21.48,697,0.03,551,146,79.05,20.95
21.49,274,0.01,224,50,81.75,18.25
21.51,134,0.01,99,35,73.88,26.12
21.52,15,0.0,14,1,93.33,6.67
21.53,137,0.01,100,37,72.99,27.01
21.54,1054,0.04,830,224,78.75,21.25
21.55,1027,0.04,856,171,83.35,16.65
21.56,128,0.0,103,25,80.47,19.53
21.57,41,0.0,34,7,82.93,17.07
21.58,76,0.0,57,19,75.0,25.0
21.59,151,0.01,133,18,88.08,11.92
21.6,576,0.02,401,175,69.62,30.38
21.61,73,0.0,48,25,65.75,34.25
21.63,15,0.0,11,4,73.33,26.67
21.64,89,0.0,61,28,68.54,31.46
21.65,550,0.02,410,140,74.55,25.45
21.66,991,0.04,754,237,76.08,23.92
21.67,23,0.0,19,4,82.61,17.39
21.68,57,0.0,46,11,80.7,19.3
21.69,123,0.0,88,35,71.54,28.46
21.7,57,0.0,40,17,70.18,29.82
21.71,385,0.01,315,70,81.82,18.18
21.73,278,0.01,195,83,70.14,29.86
21.74,102,0.0,78,24,76.47,23.53
21.75,117,0.0,102,15,87.18,12.82
21.76,164,0.01,126,38,76.83,23.17
21.77,1228,0.05,1035,193,84.28,15.72
21.78,1018,0.04,723,295,71.02,28.98
21.79,199,0.01,171,28,85.93,14.07
21.8,215,0.01,151,64,70.23,29.77
21.81,333,0.01,235,98,70.57,29.43
21.82,641,0.02,539,102,84.09,15.91
21.84,760,0.03,488,272,64.21,35.79
21.85,33,0.0,31,2,93.94,6.06
21.86,241,0.01,169,72,70.12,29.88
21.87,176,0.01,143,33,81.25,18.75
21.88,1775,0.07,1422,353,80.11,19.89
21.89,847,0.03,721,126,85.12,14.88
21.9,305,0.01,259,46,84.92,15.08
21.91,232,0.01,198,34,85.34,14.66
21.92,54,0.0,36,18,66.67,33.33
21.93,802,0.03,557,245,69.45,30.55
21.95,1859,0.07,1692,167,91.02,8.98
21.96,1075,0.04,923,152,85.86,14.14
21.97,1317,0.05,893,424,67.81,32.19
21.98,3957,0.15,3023,934,76.4,23.6
21.99,6421,0.24,5305,1116,82.62,17.38
22.0,46,0.0,39,7,84.78,15.22
22.01,13,0.0,12,1,92.31,7.69
22.02,81,0.0,75,6,92.59,7.41
22.03,59,0.0,37,22,62.71,37.29
22.04,43,0.0,40,3,93.02,6.98
22.06,42,0.0,27,15,64.29,35.71
22.07,25,0.0,22,3,88.0,12.0
22.08,7,0.0,7,0,100.0,0.0
22.09,385,0.01,302,83,78.44,21.56
22.1,278,0.01,208,70,74.82,25.18
22.11,18,0.0,18,0,100.0,0.0
22.12,194,0.01,138,56,71.13,28.87
22.13,133,0.01,114,19,85.71,14.29
22.15,15,0.0,15,0,100.0,0.0
22.16,11,0.0,9,2,81.82,18.18
22.18,189,0.01,178,11,94.18,5.82
22.19,26,0.0,20,6,76.92,23.08
22.2,46,0.0,38,8,82.61,17.39
22.21,80,0.0,59,21,73.75,26.25
22.22,286,0.01,234,52,81.82,18.18
22.23,31,0.0,26,5,83.87,16.13
22.24,48,0.0,38,10,79.17,20.83
22.25,9,0.0,7,2,77.78,22.22
22.26,19,0.0,16,3,84.21,15.79
22.28,68,0.0,57,11,83.82,16.18
22.29,221,0.01,156,65,70.59,29.41
22.3,45,0.0,28,17,62.22,37.78
22.31,334,0.01,243,91,72.75,27.25
22.32,485,0.02,345,140,71.13,28.87
22.33,186,0.01,141,45,75.81,24.19
22.34,3,0.0,3,0,100.0,0.0
22.35,16,0.0,10,6,62.5,37.5
22.36,105,0.0,88,17,83.81,16.19
22.37,73,0.0,64,9,87.67,12.33
22.39,50,0.0,38,12,76.0,24.0
22.4,1184,0.04,1141,43,96.37,3.63
22.41,10,0.0,10,0,100.0,0.0
22.42,136,0.01,105,31,77.21,22.79
22.43,32,0.0,24,8,75.0,25.0
22.44,12,0.0,10,2,83.33,16.67
22.45,46,0.0,36,10,78.26,21.74
22.46,81,0.0,63,18,77.78,22.22
22.48,765,0.03,495,270,64.71,35.29
22.5,33,0.0,32,1,96.97,3.03
22.51,1544,0.06,1034,510,66.97,33.03
22.52,79,0.0,65,14,82.28,17.72
22.53,650,0.02,464,186,71.38,28.62
22.54,379,0.01,278,101,73.35,26.65
22.55,1102,0.04,707,395,64.16,35.84
22.56,35,0.0,31,4,88.57,11.43
22.57,187,0.01,166,21,88.77,11.23
22.58,134,0.01,118,16,88.06,11.94
22.61,65,0.0,45,20,69.23,30.77
22.62,383,0.01,179,204,46.74,53.26
22.63,20,0.0,17,3,85.0,15.0
22.64,289,0.01,210,79,72.66,27.34
22.65,392,0.01,303,89,77.3,22.7
22.66,85,0.0,39,46,45.88,54.12
22.67,8,0.0,6,2,75.0,25.0
22.69,9,0.0,9,0,100.0,0.0
22.7,117,0.0,97,20,82.91,17.09
22.71,139,0.01,107,32,76.98,23.02
22.73,37,0.0,33,4,89.19,10.81
22.74,34,0.0,28,6,82.35,17.65
22.75,222,0.01,147,75,66.22,33.78
22.76,180,0.01,148,32,82.22,17.78
22.77,12,0.0,12,0,100.0,0.0
22.78,105,0.0,83,22,79.05,20.95
22.79,326,0.01,223,103,68.4,31.6
22.8,26,0.0,18,8,69.23,30.77
22.81,247,0.01,229,18,92.71,7.29
22.83,447,0.02,334,113,74.72,25.28
22.84,185,0.01,146,39,78.92,21.08
22.85,1,0.0,1,0,100.0,0.0
22.86,10,0.0,9,1,90.0,10.0
22.87,557,0.02,367,190,65.89,34.11
22.88,40,0.0,31,9,77.5,22.5
22.89,27,0.0,15,12,55.56,44.44
22.9,71,0.0,65,6,91.55,8.45
22.91,33,0.0,31,2,93.94,6.06
22.92,17,0.0,14,3,82.35,17.65
22.94,9,0.0,7,2,77.78,22.22
22.96,15,0.0,11,4,73.33,26.67
22.97,6,0.0,6,0,100.0,0.0
22.98,224,0.01,151,73,67.41,32.59
22.99,204,0.01,168,36,82.35,17.65
23.01,31,0.0,24,7,77.42,22.58
23.02,3,0.0,2,1,66.67,33.33
23.03,188,0.01,141,47,75.0,25.0
23.05,481,0.02,292,189,60.71,39.29
23.06,702,0.03,465,237,66.24,33.76
23.07,148,0.01,109,39,73.65,26.35
23.08,1085,0.04,979,106,90.23,9.77
23.09,3266,0.12,2856,410,87.45,12.55
23.1,42,0.0,40,2,95.24,4.76
23.12,5,0.0,5,0,100.0,0.0
23.13,29,0.0,24,5,82.76,17.24
23.14,7,0.0,5,2,71.43,28.57
23.16,23,0.0,21,2,91.3,8.7
23.17,86,0.0,75,11,87.21,12.79
23.18,205,0.01,167,38,81.46,18.54
23.19,88,0.0,61,27,69.32,30.68
23.2,153,0.01,119,34,77.78,22.22
23.21,66,0.0,61,5,92.42,7.58
23.22,64,0.0,55,9,85.94,14.06
23.23,48,0.0,34,14,70.83,29.17
23.24,7,0.0,6,1,85.71,14.29
23.25,103,0.0,87,16,84.47,15.53
23.27,41,0.0,31,10,75.61,24.39
23.28,25,0.0,24,1,96.0,4.0
23.29,1270,0.05,758,512,59.69,40.31
23.3,35,0.0,30,5,85.71,14.29
23.31,616,0.02,448,168,72.73,27.27
23.32,65,0.0,50,15,76.92,23.08
23.33,189,0.01,135,54,71.43,28.57
23.34,31,0.0,22,9,70.97,29.03
23.35,118,0.0,87,31,73.73,26.27
23.36,265,0.01,236,29,89.06,10.94
23.38,389,0.01,251,138,64.52,35.48
23.39,3,0.0,2,1,66.67,33.33
23.4,14,0.0,12,2,85.71,14.29
23.41,442,0.02,301,141,68.1,31.9
23.42,905,0.03,729,176,80.55,19.45
23.43,10,0.0,9,1,90.0,10.0
23.44,23,0.0,15,8,65.22,34.78
23.45,103,0.0,54,49,52.43,47.57
23.46,10,0.0,5,5,50.0,50.0
23.47,15,0.0,15,0,100.0,0.0
23.49,39,0.0,32,7,82.05,17.95
23.5,65,0.0,50,15,76.92,23.08
23.52,321,0.01,267,54,83.18,16.82
23.53,809,0.03,624,185,77.13,22.87
23.54,99,0.0,88,11,88.89,11.11
23.55,131,0.0,98,33,74.81,25.19
23.56,148,0.01,99,49,66.89,33.11
23.57,10,0.0,8,2,80.0,20.0
23.58,507,0.02,323,184,63.71,36.29
23.6,16,0.0,13,3,81.25,18.75
23.61,104,0.0,75,29,72.12,27.88
23.62,49,0.0,47,2,95.92,4.08
23.63,1754,0.07,1352,402,77.08,22.92
23.64,1107,0.04,765,342,69.11,30.89
23.65,581,0.02,460,121,79.17,20.83
23.66,257,0.01,187,70,72.76,27.24
23.67,197,0.01,141,56,71.57,28.43
23.68,7,0.0,4,3,57.14,42.86
23.69,39,0.0,28,11,71.79,28.21
23.71,55,0.0,49,6,89.09,10.91
23.72,188,0.01,149,39,79.26,20.74
23.73,6,0.0,3,3,50.0,50.0
23.74,129,0.0,87,42,67.44,32.56
23.75,600,0.02,494,106,82.33,17.67
23.76,55,0.0,42,13,76.36,23.64
23.77,2,0.0,1,1,50.0,50.0
23.78,80,0.0,69,11,86.25,13.75
23.79,79,0.0,64,15,81.01,18.99
23.8,24,0.0,19,5,79.17,20.83
23.82,862,0.03,716,146,83.06,16.94
23.84,56,0.0,46,10,82.14,17.86
23.85,1526,0.06,1135,391,74.38,25.62
23.86,733,0.03,548,185,74.76,25.24
23.87,208,0.01,183,25,87.98,12.02
23.88,27,0.0,19,8,70.37,29.63
23.89,17,0.0,17,0,100.0,0.0
23.9,6,0.0,6,0,100.0,0.0
23.91,4,0.0,3,1,75.0,25.0
23.93,153,0.01,127,26,83.01,16.99
23.94,18,0.0,14,4,77.78,22.22
23.95,11,0.0,7,4,63.64,36.36
23.96,23,0.0,16,7,69.57,30.43
23.97,755,0.03,616,139,81.59,18.41
23.98,69,0.0,58,11,84.06,15.94
24.0,19,0.0,16,3,84.21,15.79
24.01,10,0.0,9,1,90.0,10.0
24.02,97,0.0,84,13,86.6,13.4
24.04,130,0.0,91,39,70.0,30.0
24.05,38,0.0,36,2,94.74,5.26
24.06,42,0.0,27,15,64.29,35.71
24.07,98,0.0,83,15,84.69,15.31
24.08,830,0.03,583,247,70.24,29.76
24.09,146,0.01,109,37,74.66,25.34
24.1,99,0.0,96,3,96.97,3.03
24.12,17,0.0,12,5,70.59,29.41
24.13,1064,0.04,867,197,81.48,18.52
24.14,355,0.01,296,59,83.38,16.62
24.16,198,0.01,167,31,84.34,15.66
24.17,813,0.03,633,180,77.86,22.14
24.18,2546,0.1,1635,911,64.22,35.78
24.19,2154,0.08,1661,493,77.11,22.89
24.2,54,0.0,47,7,87.04,12.96
24.21,2,0.0,1,1,50.0,50.0
24.22,40,0.0,35,5,87.5,12.5
24.23,35,0.0,31,4,88.57,11.43
24.24,62,0.0,57,5,91.94,8.06
24.27,10,0.0,8,2,80.0,20.0
24.28,2,0.0,2,0,100.0,0.0
24.29,14,0.0,13,1,92.86,7.14
24.3,44,0.0,32,12,72.73,27.27
24.31,24,0.0,22,2,91.67,8.33
24.32,114,0.0,87,27,76.32,23.68
24.33,2,0.0,0,2,0.0,100.0
24.34,14,0.0,14,0,100.0,0.0
24.37,7,0.0,0,7,0.0,100.0
24.38,39,0.0,35,4,89.74,10.26
24.39,44,0.0,44,0,100.0,0.0
24.4,89,0.0,45,44,50.56,49.44
24.41,414,0.02,322,92,77.78,22.22
24.42,124,0.0,109,15,87.9,12.1
24.44,14,0.0,13,1,92.86,7.14
24.45,7,0.0,6,1,85.71,14.29
24.48,147,0.01,120,27,81.63,18.37
24.49,79,0.0,61,18,77.22,22.78
24.5,81,0.0,47,34,58.02,41.98
24.51,181,0.01,150,31,82.87,17.13
24.52,650,0.02,457,193,70.31,29.69
24.53,55,0.0,35,20,63.64,36.36
24.54,13,0.0,10,3,76.92,23.08
24.55,105,0.0,95,10,90.48,9.52
24.57,216,0.01,138,78,63.89,36.11
24.59,73,0.0,52,21,71.23,28.77
24.6,186,0.01,160,26,86.02,13.98
24.61,75,0.0,62,13,82.67,17.33
24.62,207,0.01,97,110,46.86,53.14
24.63,1406,0.05,924,482,65.72,34.28
24.64,75,0.0,57,18,76.0,24.0
24.65,1,0.0,0,1,0.0,100.0
24.66,77,0.0,63,14,81.82,18.18
24.67,32,0.0,25,7,78.12,21.88
24.68,14,0.0,6,8,42.86,57.14
24.7,121,0.0,85,36,70.25,29.75
24.71,258,0.01,205,53,79.46,20.54
24.72,55,0.0,54,1,98.18,1.82
24.73,277,0.01,213,64,76.9,23.1
24.74,643,0.02,458,185,71.23,28.77
24.75,105,0.0,84,21,80.0,20.0
24.76,20,0.0,11,9,55.0,45.0
24.77,134,0.01,104,30,77.61,22.39
24.78,2,0.0,2,0,100.0,0.0
24.79,39,0.0,26,13,66.67,33.33
24.81,378,0.01,313,65,82.8,17.2
24.82,12,0.0,8,4,66.67,33.33
24.83,4,0.0,3,1,75.0,25.0
24.84,18,0.0,13,5,72.22,27.78
24.85,811,0.03,648,163,79.9,20.1
24.86,11,0.0,11,0,100.0,0.0
24.87,83,0.0,69,14,83.13,16.87
24.88,7,0.0,6,1,85.71,14.29
24.89,5,0.0,4,1,80.0,20.0
24.9,7,0.0,7,0,100.0,0.0
24.91,1436,0.05,861,575,59.96,40.04
24.93,47,0.0,33,14,70.21,29.79
24.94,23,0.0,20,3,86.96,13.04
24.95,765,0.03,579,186,75.69,24.31
24.96,1356,0.05,894,462,65.93,34.07
24.97,218,0.01,185,33,84.86,15.14
24.98,56,0.0,50,6,89.29,10.71
25.0,8,0.0,7,1,87.5,12.5
25.01,10,0.0,9,1,90.0,10.0
25.03,14,0.0,12,2,85.71,14.29
25.04,162,0.01,138,24,85.19,14.81
25.05,2,0.0,2,0,100.0,0.0
25.06,1471,0.06,897,574,60.98,39.02
25.07,2156,0.08,1635,521,75.83,24.17
25.08,210,0.01,153,57,72.86,27.14
25.09,434,0.02,350,84,80.65,19.35
25.1,330,0.01,224,106,67.88,32.12
25.11,10,0.0,9,1,90.0,10.0
25.12,2,0.0,2,0,100.0,0.0
25.14,253,0.01,154,99,60.87,39.13
25.15,16,0.0,15,1,93.75,6.25
25.16,4,0.0,4,0,100.0,0.0
25.17,512,0.02,434,78,84.77,15.23
25.18,1661,0.06,1277,384,76.88,23.12
25.19,143,0.01,101,42,70.63,29.37
25.2,309,0.01,291,18,94.17,5.83
25.22,98,0.0,73,25,74.49,25.51
25.23,641,0.02,483,158,75.35,24.65
25.25,306,0.01,258,48,84.31,15.69
25.26,28,0.0,27,1,96.43,3.57
25.27,58,0.0,43,15,74.14,25.86
25.28,1077,0.04,818,259,75.95,24.05
25.29,1327,0.05,1122,205,84.55,15.45
25.3,1309,0.05,1074,235,82.05,17.95
25.31,36,0.0,32,4,88.89,11.11
25.33,39,0.0,34,5,87.18,12.82
25.34,173,0.01,151,22,87.28,12.72
25.36,12,0.0,9,3,75.0,25.0
25.37,28,0.0,20,8,71.43,28.57
25.38,68,0.0,59,9,86.76,13.24
25.39,122,0.0,106,16,86.89,13.11
25.4,740,0.03,555,185,75.0,25.0
25.42,33,0.0,30,3,90.91,9.09
25.43,31,0.0,24,7,77.42,22.58
25.44,2,0.0,2,0,100.0,0.0
25.45,59,0.0,50,9,84.75,15.25
25.46,158,0.01,123,35,77.85,22.15
25.48,49,0.0,46,3,93.88,6.12
25.49,28,0.0,27,1,96.43,3.57
25.5,316,0.01,289,27,91.46,8.54
25.51,367,0.01,298,69,81.2,18.8
25.52,117,0.0,114,3,97.44,2.56
25.53,83,0.0,66,17,79.52,20.48
25.54,65,0.0,64,1,98.46,1.54
25.55,95,0.0,73,22,76.84,23.16
25.56,38,0.0,36,2,94.74,5.26
25.58,155,0.01,126,29,81.29,18.71
25.59,20,0.0,16,4,80.0,20.0
25.61,636,0.02,517,119,81.29,18.71
25.62,581,0.02,482,99,82.96,17.04
25.64,4,0.0,4,0,100.0,0.0
25.65,2,0.0,2,0,100.0,0.0
25.67,19,0.0,14,5,73.68,26.32
25.69,9,0.0,6,3,66.67,33.33
25.7,24,0.0,20,4,83.33,16.67
25.71,102,0.0,85,17,83.33,16.67
25.72,395,0.01,286,109,72.41,27.59
25.73,958,0.04,723,235,75.47,24.53
25.74,130,0.0,84,46,64.62,35.38
25.75,177,0.01,127,50,71.75,28.25
25.76,213,0.01,141,72,66.2,33.8
25.78,50,0.0,40,10,80.0,20.0
25.8,74,0.0,45,29,60.81,39.19
25.81,39,0.0,27,12,69.23,30.77
25.82,11,0.0,10,1,90.91,9.09
25.83,536,0.02,395,141,73.69,26.31
25.84,1667,0.06,1304,363,78.22,21.78
25.85,50,0.0,39,11,78.0,22.0
25.87,96,0.0,93,3,96.88,3.12
25.88,20,0.0,7,13,35.0,65.0
25.89,7,0.0,6,1,85.71,14.29
25.92,9,0.0,5,4,55.56,44.44
25.93,26,0.0,24,2,92.31,7.69
25.94,304,0.01,208,96,68.42,31.58
25.95,1245,0.05,996,249,80.0,20.0
25.96,447,0.02,321,126,71.81,28.19
25.97,162,0.01,155,7,95.68,4.32
25.99,61,0.0,58,3,95.08,4.92
26.0,78,0.0,58,20,74.36,25.64
26.02,101,0.0,82,19,81.19,18.81
26.04,7,0.0,6,1,85.71,14.29
26.05,325,0.01,258,67,79.38,20.62
26.06,432,0.02,371,61,85.88,14.12
26.07,326,0.01,229,97,70.25,29.75
26.08,26,0.0,23,3,88.46,11.54
26.09,2,0.0,2,0,100.0,0.0
26.1,35,0.0,28,7,80.0,20.0
26.11,30,0.0,25,5,83.33,16.67
26.13,91,0.0,71,20,78.02,21.98
26.14,36,0.0,29,7,80.56,19.44
26.16,158,0.01,106,52,67.09,32.91
26.17,1155,0.04,828,327,71.69,28.31
26.18,67,0.0,54,13,80.6,19.4
26.19,8,0.0,8,0,100.0,0.0
26.2,4,0.0,4,0,100.0,0.0
26.21,126,0.0,92,34,73.02,26.98
26.22,519,0.02,481,38,92.68,7.32
26.24,78,0.0,64,14,82.05,17.95
26.26,23,0.0,20,3,86.96,13.04
26.27,588,0.02,487,101,82.82,17.18
26.28,952,0.04,772,180,81.09,18.91
26.29,200,0.01,154,46,77.0,23.0
26.3,118,0.0,90,28,76.27,23.73
26.31,509,0.02,428,81,84.09,15.91
26.32,45,0.0,38,7,84.44,15.56
26.33,1138,0.04,924,214,81.2,18.8
26.35,4473,0.17,3542,931,79.19,20.81
26.36,478,0.02,402,76,84.1,15.9
26.37,181,0.01,121,60,66.85,33.15
26.38,1178,0.04,948,230,80.48,19.52
26.39,3203,0.12,2618,585,81.74,18.26
26.4,4,0.0,4,0,100.0,0.0
26.41,44,0.0,43,1,97.73,2.27
26.43,2,0.0,1,1,50.0,50.0
26.44,30,0.0,10,20,33.33,66.67
26.46,121,0.0,47,74,38.84,61.16
26.47,23,0.0,21,2,91.3,8.7
26.48,6,0.0,4,2,66.67,33.33
26.49,20,0.0,13,7,65.0,35.0
26.5,270,0.01,179,91,66.3,33.7
26.51,112,0.0,79,33,70.54,29.46
26.52,43,0.0,39,4,90.7,9.3
26.53,42,0.0,34,8,80.95,19.05
26.55,12,0.0,8,4,66.67,33.33
26.57,149,0.01,88,61,59.06,40.94
26.58,17,0.0,15,2,88.24,11.76
26.59,37,0.0,30,7,81.08,18.92
26.6,3170,0.12,2533,637,79.91,20.09
26.61,1334,0.05,1055,279,79.09,20.91
26.62,85,0.0,80,5,94.12,5.88
26.63,99,0.0,83,16,83.84,16.16
26.64,37,0.0,36,1,97.3,2.7
26.65,12,0.0,11,1,91.67,8.33
26.66,153,0.01,115,38,75.16,24.84
26.68,97,0.0,76,21,78.35,21.65
26.69,3,0.0,3,0,100.0,0.0
26.7,13,0.0,11,2,84.62,15.38
26.71,345,0.01,275,70,79.71,20.29
26.72,317,0.01,258,59,81.39,18.61
26.73,67,0.0,53,14,79.1,20.9
26.76,11,0.0,9,2,81.82,18.18
26.77,12,0.0,9,3,75.0,25.0
26.79,36,0.0,28,8,77.78,22.22
26.8,246,0.01,231,15,93.9,6.1
26.81,70,0.0,61,9,87.14,12.86
26.82,36,0.0,23,13,63.89,36.11
26.83,693,0.03,605,88,87.3,12.7
26.84,155,0.01,120,35,77.42,22.58
26.85,75,0.0,62,13,82.67,17.33
26.86,80,0.0,65,15,81.25,18.75
26.87,236,0.01,191,45,80.93,19.07
26.88,234,0.01,220,14,94.02,5.98
26.9,160,0.01,110,50,68.75,31.25
26.91,1,0.0,1,0,100.0,0.0
26.92,41,0.0,37,4,90.24,9.76
26.93,2305,0.09,1899,406,82.39,17.61
26.94,1112,0.04,889,223,79.95,20.05
26.95,72,0.0,63,9,87.5,12.5
26.96,262,0.01,188,74,71.76,28.24
26.97,26,0.0,17,9,65.38,34.62
26.98,9,0.0,7,2,77.78,22.22
26.99,93,0.0,69,24,74.19,25.81
27.01,192,0.01,132,60,68.75,31.25
27.02,11,0.0,11,0,100.0,0.0
27.03,10,0.0,8,2,80.0,20.0
27.04,589,0.02,477,112,80.98,19.02
27.05,1173,0.04,948,225,80.82,19.18
27.07,4,0.0,4,0,100.0,0.0
27.08,6,0.0,5,1,83.33,16.67
27.09,220,0.01,184,36,83.64,16.36
27.1,79,0.0,65,14,82.28,17.72
27.12,1,0.0,1,0,100.0,0.0
27.13,119,0.0,101,18,84.87,15.13
27.14,46,0.0,39,7,84.78,15.22
27.15,26,0.0,22,4,84.62,15.38
27.16,1015,0.04,815,200,80.3,19.7
27.17,10,0.0,9,1,90.0,10.0
27.18,634,0.02,524,110,82.65,17.35
27.19,124,0.0,87,37,70.16,29.84
27.2,89,0.0,62,27,69.66,30.34
27.21,5,0.0,2,3,40.0,60.0
27.23,20,0.0,17,3,85.0,15.0
27.24,95,0.0,76,19,80.0,20.0
27.25,17,0.0,16,1,94.12,5.88
27.26,59,0.0,48,11,81.36,18.64
27.27,395,0.01,320,75,81.01,18.99
27.28,23,0.0,17,6,73.91,26.09
27.29,39,0.0,38,1,97.44,2.56
27.3,149,0.01,116,33,77.85,22.15
27.31,25,0.0,16,9,64.0,36.0
27.32,167,0.01,134,33,80.24,19.76
27.34,32,0.0,24,8,75.0,25.0
27.35,747,0.03,525,222,70.28,29.72
27.36,36,0.0,27,9,75.0,25.0
27.37,421,0.02,199,222,47.27,52.73
27.38,1233,0.05,904,329,73.32,26.68
27.39,1075,0.04,854,221,79.44,20.56
27.4,38,0.0,26,12,68.42,31.58
27.42,11,0.0,10,1,90.91,9.09
27.43,1014,0.04,787,227,77.61,22.39
27.45,640,0.02,505,135,78.91,21.09
27.46,86,0.0,76,10,88.37,11.63
27.47,940,0.04,780,160,82.98,17.02
27.48,1439,0.05,1052,387,73.11,26.89
27.49,5580,0.21,4747,833,85.07,14.93
27.5,7,0.0,7,0,100.0,0.0
27.52,6,0.0,4,2,66.67,33.33
27.53,66,0.0,47,19,71.21,28.79
27.54,81,0.0,53,28,65.43,34.57
27.56,29,0.0,27,2,93.1,6.9
27.57,11,0.0,7,4,63.64,36.36
27.58,1,0.0,1,0,100.0,0.0
27.6,64,0.0,54,10,84.38,15.62
27.61,62,0.0,42,20,67.74,32.26
27.62,49,0.0,46,3,93.88,6.12
27.63,46,0.0,44,2,95.65,4.35
27.65,1,0.0,0,1,0.0,100.0
27.68,10,0.0,10,0,100.0,0.0
27.69,2,0.0,2,0,100.0,0.0
27.7,248,0.01,148,100,59.68,40.32
27.71,38,0.0,29,9,76.32,23.68
27.72,326,0.01,269,57,82.52,17.48
27.73,1,0.0,1,0,100.0,0.0
27.75,1,0.0,1,0,100.0,0.0
27.76,3,0.0,3,0,100.0,0.0
27.78,57,0.0,54,3,94.74,5.26
27.79,5,0.0,3,2,60.0,40.0
27.8,2,0.0,2,0,100.0,0.0
27.81,95,0.0,80,15,84.21,15.79
27.82,35,0.0,24,11,68.57,31.43
27.83,24,0.0,23,1,95.83,4.17
27.84,132,0.0,117,15,88.64,11.36
27.86,69,0.0,56,13,81.16,18.84
27.87,120,0.0,107,13,89.17,10.83
27.89,29,0.0,29,0,100.0,0.0
27.9,34,0.0,28,6,82.35,17.65
27.91,9,0.0,9,0,100.0,0.0
27.92,53,0.0,46,7,86.79,13.21
27.93,205,0.01,179,26,87.32,12.68
27.94,68,0.0,56,12,82.35,17.65
27.95,19,0.0,18,1,94.74,5.26
27.96,66,0.0,63,3,95.45,4.55
27.97,78,0.0,47,31,60.26,39.74
27.98,21,0.0,20,1,95.24,4.76
28.0,313,0.01,265,48,84.66,15.34
28.01,32,0.0,30,2,93.75,6.25
28.02,64,0.0,62,2,96.88,3.12
28.03,2295,0.09,1577,718,68.71,31.29
